id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean,reach_address,reachability,sector_score,geo_score,data_completeness,kmf_score,tier,sector_level_1_clean
825285,L_61292983104,+61 2 9298 3104,Ultimo Outside School Hours Care,NSW,ultimo,"40 William Henry St, Ultimo NSW 2000, Australia",,,Day care center,False,61292983104,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
825484,L_61292999900,+61 2 9299 9900,Omaya Group,NSW,sydney olympic park,"Suite 2.03, Level 2/8 Australia Ave, Sydney Olympic Park NSW 2127, Australia",,,Real estate developer,False,61292999900,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,5,7,59.0,Tier 2,Professional Services
831132,L_61294169619,+61 2 9416 9619,Mindflux,NSW,neutral bay,"40 Yeo St, Neutral Bay NSW 2089, Australia",,,Computer software store,False,61294169619,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
2313596,L_61292829725,61292829725,Healthpac Medical Centre,NSW,sydney,"Lower Ground, 59 Goulburn St Sydney NSW 2000",Beauty & Wellness,Spa & Massage,Acupuncture,False,61292829725,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Beauty & Wellness
2201309,L_61293135167,02 9313 5167,Pizzalicious,NSW,waterloo,"101,8 Lachlan  St,Waterloo,NSW,2017",Others,Others,Restaurants,False,61293135167,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
825531,L_61293008888,+61 2 9300 8888,Annex,NSW,bondi beach,"The Beachhouse 8/178 Campbell Parade (enter via, Gould St, Bondi Beach NSW 2026, Australia",,,Men's clothing store,False,61293008888,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
1023725,L_61293100889,+61 2 9310 0889,Flower Forum,NSW,randwick,"96 Belmore Road, Randwick, NSW 2031",Retail,Flowers,Facebook (10) Â· Florist,False,61293100889,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
825848,L_61293117046,+61 2 9311 7046,Payless Tyres & Brakes,NSW,matraville,"553 Bunnerong Rd, Matraville NSW 2036, Australia",,,Tire shop,False,61293117046,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
2305177,L_61293142113,+61 2 9314 2113,Touch Of Genius Beauty Salon,NSW,maroubra,"3/108 Maroubra Rd, Maroubra NSW 2035, Australia",Beauty & Wellness,Beauty Salon / Barber,Beauty salon,False,61293142113,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
1628408,L_61293147697,+61 2 9314 7697,Curio Cafe,NSW,randwick,"17 Clovelly Rd, Coogee, Randwick, New South Wales 2031 Australia",Others,Others,,False,61293147697,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2259850,L_61293158327,+61 2 9315 8327,The Audiology Place,NSW,forestville,"12/14 Starkey St, Forestville NSW 2087, Australia",Others,Others,Audiologist,False,61293158327,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Retail - Electronics
887571,L_61297883444,+61 2 9788 3444,Raina Classic Malay,NSW,guildford,"2/340 Guildford Rd, Guildford NSW 2161, Australia",,,Malaysian restaurant,False,61297883444,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
2313727,L_61293310331,61293310331,B & V Distributors,NSW,darlinghurst,"124 Oxford St Darlinghurst, Sydney NSW 2010",Professional Services,Automotive Services,Car Repair,False,61293310331,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
826786,L_61293274757,+61 2 9327 4757,Eva'S European Spa Tours,NSW,double bay,"8/337 New South Head Rd, Double Bay NSW 2028, Australia",,,Tour agency,False,61293274757,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
826884,L_61293281300,+61 2 9328 1300,Eastpoint Fish Market,NSW,edgecliff,"17/235-287 New South Head Rd, Edgecliff NSW 2027, Australia",,,Seafood market,False,61293281300,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
8344,L_61293285533,+61 2 9328 5533,Lulu Belle,NSW,rose bay,"9 Plumer Rd, Rose Bay, NSW, 2029",,,Hair Removal,False,61293285533,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
991067,L_61293286478,+61 2 9328 6478,Hyde Park Furniture,NSW,condell park,"
150 Eldridge Rd,
CONDELL PARK, NSW, 2200
",Retail,Furniture - Outdoor,Furniture store,False,61293286478,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1044210,L_61293286928,+61 2 9328 6928,Charles Jourdan Watches,NSW,edgecliff,"
203 New South Head Rd,
EDGECLIFF, NSW, 2027
",Fashion Accessories,Watches,,False,61293286928,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1035992,L_61293315911,+61 2 9331 5911,Ginardi Hair,NSW,surry hills,"314 Bourke Street (taylor Square), Surry Hills, NSW 2010",Hairdressers,Hairdressers,,False,61293315911,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
9297,L_61293322161,+61 2 9332 2161,Pastizzi Cafe Bar,NSW,darlinghurst,"129 Oxford St, Darlinghurst, NSW, 2010",,,Hotel Bar Restaurant Supplies,False,61293322161,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
2201315,L_61293324575,02 9332 4575,Pad Thai,NSW,darlinghurst,"95 Liverpool St,Darlinghurst,NSW,2010",Others,Others,Restaurants,False,61293324575,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
993189,L_61293324988,+61 2 9332 4988,Capital Q Newspaper,NSW,darlinghurst,"
263 Liverpool,
DARLINGHURST, NSW, 2010
",Retail,Newspapers,Newspaper & magazines store,False,61293324988,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2200640,L_61293444644,02 9344 4644,Crab Shack,NSW,maroubra,"275 Bunnerong Rd,Maroubra,NSW,2035",Others,Others,Restaurants,False,61293444644,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
835045,L_61294893086,+61 2 9489 3086,Wahroonga Public School,NSW,wahroonga,"71 Burns Rd, Wahroonga NSW 2076, Australia",,,Primary school,False,61294893086,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1043950,L_61293310888,+61 2 9331 0888,Police Watches - The Online Jewellery Company (Ojco) Paddington,NSW,sydney,"304 Oxford Street, Paddington, Sydney, NSW 2021, Australia, Sydney Sydney, NSW 2021",Fashion Accessories,Jewelry,,False,61293310888,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2316751,L_61293492336,61293492336,Kathmandu Eastgardens,NSW,eastgardens,"Shop 209/152 Bunnerong Rd, Eastgardens NSW 2036, Australia",Retail,Fashion & Accessories,Clothing store,False,61293492336,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2293474,L_61293449278,293449278,Golden Unicorn,NSW,maroubra,"2/193 Maroubra Road, Maroubra NSW",F&B,Dine-in Restaurant,restaurant,False,61293449278,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
827818,L_61293512000,+61 2 9351 2000,Services Building (G12),NSW,darlington,"22 Codrington St, Darlington NSW 2008, Australia",,,Academic department,False,61293512000,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
828019,L_61293572033,+61 2 9357 2033,Potts Point Galleries Sydney,NSW,potts point,"67 Macleay St, Potts Point NSW 2011, Australia",,,Antique store,False,61293572033,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
828072,L_61293575788,+61 2 9357 5788,Shirts Only,NSW,paddington,"92 Oxford St, Paddington NSW 2021, Australia",,,Clothing store,False,61293575788,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
2200604,L_61293577055,02 9357 7055,Out Of India Indian Restaurant,NSW,,"178 Victoria St,Potts Point,NSW,2011",Others,Others,Restaurants,False,61293577055,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
992210,L_61293586712,+61 2 9358 6712,Blakes Pharmacy,NSW,darlinghurst,"
20 Darlinghurst Rd,
POTTS POINT, NSW, 2011
",Retail,Pharmacies & Chemists,Facebook (19) Â· Pharmacy,False,61293586712,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
995562,L_61293600900,+61 2 9360 0900,Telstra Shop,NSW,paddington,"
470 Oxford St,
PADDINGTON, NSW, 2021
",Retail,Mobile and Cellphones - Repairs & Service,Mobile phone store,False,61293600900,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
998833,L_61293601230,+61 2 9360 1230,A Ahead In Wigs,NSW,darlinghurst,"
Ground and First Floor, 125 Oxford St,
DARLINGHURST, NSW, 2010
",Retail,Wigs & Hairpieces,Cosmetic & beauty supplies,False,61293601230,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
828253,L_61293603788,+61 2 9360 3788,Fellowship Of First Fleeters,NSW,woolloomooloo,"105 Cathedral St, Woolloomooloo NSW 2011, Australia",,,Association / Organization,False,61293603788,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1710924,L_61293615643,+61 2 9361 5643,Swiss Bakerz,NSW,sydney,"101 Oxford St Darlinghurst, Sydney, New South Wales 2010 Australia",Others,Others,"Bakeries, Swiss • $$ - $$$",False,61293615643,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,5,10,59.0,Tier 2,Others
828511,L_61293631000,+61 2 9363 1000,Langford Chandeliers,NSW,edgecliff,"212 New South Head Rd, Edgecliff NSW 2027, Australia",,,Lighting store,False,61293631000,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
2313854,L_61293631229,61293631229,Mozaiq,NSW,sydney," Paddington, Sydney NSW 2021",Retail,Others,Gift Shops,False,61293631229,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
828519,L_61293631272,+61 2 9363 1272,Grand Slam Bridge Centre,NSW,double bay,"47 Knox St, Double Bay NSW 2028, Australia",,,Bridge club,False,61293631272,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
788641,L_61286783780,+61 2 8678 3780,Phogerlicious,NSW,grantham farm,"Shop 3/43 Grantham St, Grantham Farm NSW 2765, Australia",,,Vietnamese restaurant,False,61286783780,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
2313774,L_61293527506,61293527506,Beachculture International,NSW,sydney,"Virgin, Terminal 2 Sydney Domestic Airport Sydney NSW 2000",Retail,Fashion & Accessories,Swimwear,False,61293527506,landline,1.0,1,Level 3,25,True,True,True,True,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
828850,L_61293693439,+61 2 9369 3439,Appliances Repairs Sydney,NSW,bondi,"34 years in the business, 93 Bondi Rd, Bondi NSW 2026, Australia",,,Appliance repair service,False,61293693439,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
828914,L_61293695884,+61 2 9369 5884,Sterling Laundry,NSW,bondi junction,"2/356-360 Oxford St, Bondi Junction NSW 2022, Australia",,,Laundry service,False,61293695884,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
828954,L_61293711889,+61 2 9371 1889,Crystal Nails Salon,NSW,rose bay,"Shop 3/519 Old South Head Rd, Rose Bay NSW 2029, Australia",Retail,Electronics & Appliances,Microwave Equipment - Communications,False,61293711889,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1041823,L_61293807232,+61 2 9380 7232,The Running Company - Potts Point,NSW,potts point,"Shop 16/ 24-30 Springfield Ave, Potts Point, NSW 2011",Retail,Sportswear--Retail,Shoe store,False,61293807232,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
829793,L_61293892519,+61 2 9389 2519,Ocean View Five Star Laundrette,NSW,bronte,"47 Belgrave St, Bronte NSW 2024, Australia",,,Laundry service,False,61293892519,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
829972,L_61293899478,+61 2 9389 9478,Homelife Furnishings,NSW,bondi junction,"199 Old South Head Rd, Bondi Junction NSW 2022, Australia",,,Window treatment store,False,61293899478,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
830147,L_61293981080,+61 2 9398 1080,High Street Pharmacy Randwick,NSW,randwick,"2/66 High St, Randwick NSW 2031, Australia",,,Drug store,False,61293981080,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
830283,L_61293993643,+61 2 9399 3643,Best&Less,NSW,randwick,"73 Belmore Rd, Randwick NSW 2031, Australia",,,Department store,False,61293993643,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
830028,L_61293917605,+61 2 9391 7605,The Scots College Early Years Centre,NSW,rose bay,"2 Carlisle St, Rose Bay NSW 2029, Australia",,,Day care center,False,61293917605,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
14538,L_61293995722,+61 2 9399 5722,Ritz Lounge Bar,NSW,randwick,"39-47 St Pauls St, Randwick, NSW, 2031",,,Bars,False,61293995722,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
1628271,L_61293996101,+61 2 9399 6101,Ria Sari,NSW,randwick,"142 Barker St, Randwick, New South Wales 2031 Australia",Others,Others,"Asian, Indonesian",False,61293996101,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
993740,L_61293999998,+61 2 9399 9998,City Floorsanding,NSW,randwick,"
3 Roberts Avenue,
RANDWICK, NSW, 2031
",Retail,Floor Sanding & Polishing,Flooring store,False,61293999998,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
830457,L_61294100099,+61 2 9410 0099,Osteopathy Australia,NSW,chatswood,"4/11 Railway St, Chatswood NSW 2067, Australia",,,Association / Organization,False,61294100099,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,15,7,66.0,Tier 2,Others
830600,L_61294113333,+61 2 9411 3333,Chatswood Retina Service,NSW,chatswood,"Level 4/8 Thomas St, Chatswood NSW 2067, Australia",,,Eye care center,False,61294113333,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,15,7,66.0,Tier 2,Others
831022,L_61294161946,+61 2 9416 1946,Bratpack Store,NSW,warriewood,"Unit 2/8 Prosperity Parade, Warriewood NSW 2102, Australia",,,E-commerce service,False,61294161946,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
990262,L_61294163543,+61 2 9416 3543,Ink Mobile,NSW,east lindfield,"
12 Karoo Ave,
EAST LINDFIELD, NSW, 2070
",Retail,Computer Consumables Supplies,Computer store,False,61294163543,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1018482,L_61294167723,+61 2 9416 7723,Omorfia,NSW,lindfield,"11 Lindfield Ave, Lindfield, NSWBeauty Salons Lindfield",Beauty & Spa,Beauty Salons Lindfield,Day spa,False,61294167723,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
831590,L_61294200911,+61 2 9420 0911,Carpet Care Services,NSW,lane cove west,"Shop 1/31-33 Chaplin Dr, Lane Cove West NSW 2066, Australia",,,Carpet store,False,61294200911,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
831688,L_61294224600,+61 2 9422 4600,Nst It Solutions,NSW,lane cove west,"11/13 Orion Rd, Lane Cove West NSW 2066, Australia",,,Computer service,False,61294224600,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
832493,L_61294392626,+61 2 9439 2626,Concours Motor Body Repairs,NSW,artarmon,"66-68 Hotham Parade, Artarmon NSW 2064, Australia",,,Auto body shop,False,61294392626,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
831903,L_61294276555,+61 2 9427 6555,Travis & Travis,NSW,lane cove,"114 Longueville Rd, Lane Cove NSW 2066, Australia",,,Cafe,False,61294276555,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
2201916,L_61294373742,02 9437 3742,Khana Khazana,NSW,crows nest,"344 Pacific Hwy,Crows Nest,NSW,2065",Others,Others,Restaurants,False,61294373742,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
1575,L_61294381330,+61 2 9438 1330,Delicia,NSW,naremburn,"298 Willoughby Rd, Naremburn, NSW, 2065",,,Cake Pastry Shops,False,61294381330,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
832357,L_61294382244,+61 2 9438 2244,Williams And Wood Auto Repairs,NSW,artarmon,"19 Dickson Ave, Artarmon NSW 2064, Australia",,,Mechanic,False,61294382244,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
2309868,L_61294397273,+61 2 9439 7273,Tumminello Peter,NSW,st leonards,"5/460 Pacific Hwy, St Leonards NSW 2065, Australia",Beauty & Wellness,Others,Homeopath,False,61294397273,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
832707,L_61294461182,+61 2 9446 1182,Real Skin And Laser Clinic,NSW,st ives,"Shopping Village, 166 Mona Vale Rd, St Ives NSW 2075, Australia",,,Beauty salon,False,61294461182,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
832736,L_61294467131,+61 2 9446 7131,Beecroft Village Cobblers,NSW,beecroft,"Shop 24, 6/8 Hannah St, Beecroft NSW 2119, Australia",,,Shoe repair shop,False,61294467131,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
832939,L_61294501807,+61 2 9450 1807,Dalmacija Sydney Croatian Club Ltd,NSW,terrey hills,"16 Myoora Rd, Terrey Hills NSW 2084, Australia",,,Club,False,61294501807,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1032756,L_61294510342,+61 2 9451 0342,Distinction Hair,NSW,frenchs forest,"Shop 5/ 63 Sorlie Rd, Frenchs Forest, NSW 2086",Hairdressers,Hairdressers,Hair salon,False,61294510342,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
833005,L_61294510924,+61 2 9451 0924,Allambie Heights Dry Cleaning,NSW,allambie heights,"Grigor Pl, Allambie Heights NSW 2100, Australia",Retail,Specialty Retail,Newsagents,False,61294510924,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
833062,L_61294513888,+61 2 9451 3888,Smart Au Pairs,NSW,frenchs forest,"Suite 305/10 Tilley Ln, Frenchs Forest NSW 2086, Australia",,,Child care agency,False,61294513888,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
833224,L_61294527575,+61 2 9452 7575,Expertise Events,NSW,frenchs forest,"4/1 Skyline Pl, Frenchs Forest NSW 2086, Australia",,,Event management company,False,61294527575,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
5610,L_61294530061,+61 2 9453 0061,Big Fish Australia Pty Ltd,NSW,belrose,"113 Pringle Ave, Belrose, NSW, 2085",,,Fast Food,False,61294530061,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
780309,L_61281042854,+61 2 8104 2854,A&E Skin,NSW,vaucluse,"4 Old South Head Rd, Vaucluse NSW 2030, Australia",,,Skin care clinic,False,61281042854,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
833244,L_61294532059,+61 2 9453 2059,Global Aviation Spares Pty Ltd,NSW,frenchs forest,"34/8 Tilley Ln, Frenchs Forest NSW 2086, Australia",,,Warehouse,False,61294532059,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
833267,L_61294533980,+61 2 9453 3980,Lifeline Shop Forestville,NSW,forestville,"5/46-47 The Centre, Forestville NSW 2087, Australia",Others,Others,https://www.yellowpages.com.au/nsw/parramatta/brand-smart-parramatta-15732327-listing.html,False,61294533980,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
1632601,L_61294539584,+61 2 9453 9584,Bakers Delight Belrose,NSW,,"56-58 Glen St, Belrose, Warringah, New South Wales 2085 Australia",Others,Others,,False,61294539584,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2300353,L_61294576573,+61 2 9457 6573,Simone Louise Boutique Cherrybrook,NSW,cherrybrook,"41-47 Shepherds Dr, Cherrybrook NSW 2126, Australia",Retail,Fashion & Accessories,Women's clothing store,False,61294576573,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1006863,L_61294762359,+61 2 9476 2359,Asquith Hornsby Wall & Floor Tiling,NSW,hornsby,"18 Mills Ave, Hornsby, NSW 2077",Retail,Building Materials & Equipment,Flooring store,False,61294762359,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
